,X,Y,pred
0,2.3450613714350177,48.85906482006208,3
1,2.334831595496303,48.86272523493097,3
2,2.334831595496303,48.86272523493097,3
3,2.334831595496303,48.86272523493097,3
4,2.334831595496303,48.86272523493097,3
5,2.334831595496303,48.86272523493097,3
6,2.344762298674375,48.861165337095976,1
7,2.344762298674375,48.861165337095976,1
8,2.342882426668849,48.860362761241895,5
9,2.342882426668849,48.860362761241895,5
10,2.342882426668849,48.860362761241895,5
11,2.342882426668849,48.860362761241895,5
12,2.342882426668849,48.860362761241895,5
13,2.342882426668849,48.860362761241895,5
14,2.342882426668849,48.860362761241895,5
15,2.342882426668849,48.860362761241895,5
16,2.342882426668849,48.860362761241895,5
17,2.342882426668849,48.860362761241895,5
18,2.342882426668849,48.860362761241895,5
19,2.342882426668849,48.860362761241895,5
20,2.342882426668849,48.860362761241895,5
21,2.342882426668849,48.860362761241895,5
22,2.342882426668849,48.860362761241895,5
23,2.342882426668849,48.860362761241895,5
24,2.342882426668849,48.860362761241895,5
25,2.342882426668849,48.860362761241895,5
26,2.342882426668849,48.860362761241895,5
27,2.342882426668849,48.860362761241895,5
28,2.342882426668849,48.860362761241895,5
29,2.342882426668849,48.860362761241895,5
30,2.342882426668849,48.860362761241895,5
31,2.342882426668849,48.860362761241895,5
32,2.342882426668849,48.860362761241895,5
33,2.342882426668849,48.860362761241895,5
34,2.342882426668849,48.860362761241895,5
35,2.342882426668849,48.860362761241895,5
36,2.342882426668849,48.860362761241895,5
37,2.342882426668849,48.860362761241895,5
38,2.342882426668849,48.860362761241895,5
39,2.342882426668849,48.860362761241895,5
40,2.342882426668849,48.860362761241895,5
41,2.342882426668849,48.860362761241895,5
42,2.342882426668849,48.860362761241895,5
43,2.342882426668849,48.860362761241895,5
44,2.342882426668849,48.860362761241895,5
45,2.344002056842726,48.86175332618961,3
46,2.340060673867304,48.86221856521337,3
47,2.340060673867304,48.86221856521337,3
48,2.3404934850839947,48.86243970876984,1
49,2.3408288201762013,48.86187069879543,1
50,2.3408288201762013,48.86187069879543,1
51,2.34973745688535,48.863322681429814,3
52,2.34866671014882,48.863072218428535,3
53,2.347854540414729,48.86369760563534,3
54,2.347854540414729,48.86369760563534,3
55,2.347854540414729,48.86369760563534,3
56,2.347854540414729,48.86369760563534,3
57,2.347854540414729,48.86369760563534,3
58,2.347854540414729,48.86369760563534,3
59,2.347854540414729,48.86369760563534,3
60,2.347854540414729,48.86369760563534,3
61,2.347854540414729,48.86369760563534,3
62,2.347854540414729,48.86369760563534,3
63,2.347854540414729,48.86369760563534,3
64,2.347854540414729,48.86369760563534,3
65,2.3465495790119997,48.86388472689351,1
66,2.345593150251112,48.864153353502985,1
67,2.34637153002678,48.863767839777324,2
68,2.34637153002678,48.863767839777324,2
69,2.346382423556267,48.863803087058066,4
70,2.346382423556267,48.863803087058066,4
71,2.346507515396088,48.86417703432002,4
72,2.342560969742328,48.86397976846968,5
73,2.342560969742328,48.86397976846968,5
74,2.342560969742328,48.86397976846968,5
75,2.3346748147184626,48.863514472961754,4
76,2.3333717828521894,48.86348574882253,3
77,2.3363946420029778,48.86550380632826,3
78,2.3352532606422822,48.86551037622243,1
79,2.3352532606422822,48.86551037622243,1
80,2.336940136599679,48.86605034177395,4
81,2.3370878942959004,48.86627569951593,4
82,2.3371061143263328,48.866309603256425,4
83,2.331867137505109,48.86397480916677,4
84,2.331867137505109,48.86397480916677,4
85,2.3312752551210822,48.86416415767387,4
86,2.3312752551210822,48.86416415767387,4
87,2.3317494665869773,48.864924209594065,2
88,2.331479067003751,48.86506455842308,1
89,2.331479067003751,48.86506455842308,1
90,2.331479067003751,48.86506455842308,1
91,2.331479067003751,48.86506455842308,1
92,2.331479067003751,48.86506455842308,1
93,2.331479067003751,48.86506455842308,1
94,2.332598770919285,48.867332466592174,3
95,2.332598770919285,48.867332466592174,3
96,2.3284803753113907,48.86624598032169,1
97,2.3284803753113907,48.86624598032169,1
98,2.3291980834869506,48.86621432818125,5
99,2.3291980834869506,48.86621432818125,5
100,2.3291980834869506,48.86621432818125,5
101,2.3291980834869506,48.86621432818125,5
102,2.3291980834869506,48.86621432818125,5
103,2.3291980834869506,48.86621432818125,5
104,2.3291980834869506,48.86621432818125,5
105,2.3291980834869506,48.86621432818125,5
106,2.3291980834869506,48.86621432818125,5
107,2.3291980834869506,48.86621432818125,5
108,2.3291980834869506,48.86621432818125,5
109,2.3291980834869506,48.86621432818125,5
110,2.3291980834869506,48.86621432818125,5
111,2.3291980834869506,48.86621432818125,5
112,2.3291980834869506,48.86621432818125,5
113,2.3291980834869506,48.86621432818125,5
114,2.3291980834869506,48.86621432818125,5
115,2.3291980834869506,48.86621432818125,5
116,2.3291980834869506,48.86621432818125,5
117,2.3291980834869506,48.86621432818125,5
118,2.3291980834869506,48.86621432818125,5
119,2.3291980834869506,48.86621432818125,5
120,2.3291980834869506,48.86621432818125,5
121,2.3291980834869506,48.86621432818125,5
122,2.3291980834869506,48.86621432818125,5
123,2.3291980834869506,48.86621432818125,5
124,2.3291980834869506,48.86621432818125,5
125,2.3291980834869506,48.86621432818125,5
126,2.3291980834869506,48.86621432818125,5
127,2.3291980834869506,48.86621432818125,5
128,2.3291980834869506,48.86621432818125,5
129,2.3291980834869506,48.86621432818125,5
130,2.3291980834869506,48.86621432818125,5
131,2.3291980834869506,48.86621432818125,5
132,2.3291980834869506,48.86621432818125,5
133,2.3291980834869506,48.86621432818125,5
134,2.3291980834869506,48.86621432818125,5
135,2.3291980834869506,48.86621432818125,5
136,2.3291980834869506,48.86621432818125,5
137,2.3291980834869506,48.86621432818125,5
138,2.3291980834869506,48.86621432818125,5
139,2.3291980834869506,48.86621432818125,5
140,2.3291980834869506,48.86621432818125,5
141,2.3291980834869506,48.86621432818125,5
142,2.3291980834869506,48.86621432818125,5
143,2.3291980834869506,48.86621432818125,5
144,2.3291980834869506,48.86621432818125,5
145,2.3291980834869506,48.86621432818125,5
146,2.3291980834869506,48.86621432818125,5
147,2.3291980834869506,48.86621432818125,5
148,2.3291980834869506,48.86621432818125,5
149,2.3291980834869506,48.86621432818125,5
150,2.3291980834869506,48.86621432818125,5
151,2.3291980834869506,48.86621432818125,5
152,2.3291980834869506,48.86621432818125,5
153,2.3291980834869506,48.86621432818125,5
154,2.3291980834869506,48.86621432818125,5
155,2.3291980834869506,48.86621432818125,5
156,2.3291980834869506,48.86621432818125,5
157,2.3291980834869506,48.86621432818125,5
158,2.3291980834869506,48.86621432818125,5
159,2.3291980834869506,48.86621432818125,5
160,2.3291980834869506,48.86621432818125,5
161,2.3291980834869506,48.86621432818125,5
162,2.325584351600004,48.86854144828329,4
163,2.325584351600004,48.86854144828329,4
164,2.326691024760565,48.869519991424355,1
165,2.326691024760565,48.869519991424355,1
166,2.330786038920235,48.86982246031035,3
167,2.33363529746772,48.868796603632845,1
168,2.3335811196785223,48.868792542470736,1
169,2.336339450414957,48.8681872192705,5
170,2.3361623396193325,48.86745438033083,4
171,2.3361623396193325,48.86745438033083,4
172,2.3364485860311195,48.86811013194808,1
173,2.336433999050245,48.86807546939448,1
174,2.337035445188733,48.86881514709812,3
175,2.336646776762111,48.86857103068551,3
176,2.336646776762111,48.86857103068551,3
177,2.3412322794892444,48.87161922798972,3
178,2.3403675842472316,48.87175900037772,3
179,2.3403675842472316,48.87175900037772,3
180,2.342509336017248,48.87043036785876,4
181,2.340644497187171,48.87010722139884,5
182,2.340644497187171,48.87010722139884,5
183,2.340644497187171,48.87010722139884,5
184,2.340644497187171,48.87010722139884,5
185,2.340644497187171,48.87010722139884,5
186,2.340644497187171,48.87010722139884,5
187,2.340644497187171,48.87010722139884,5
188,2.340644497187171,48.87010722139884,5
189,2.340644497187171,48.87010722139884,5
190,2.340644497187171,48.87010722139884,5
191,2.340644497187171,48.87010722139884,5
192,2.340644497187171,48.87010722139884,5
193,2.340644497187171,48.87010722139884,5
194,2.340644497187171,48.87010722139884,5
195,2.340644497187171,48.87010722139884,5
196,2.340644497187171,48.87010722139884,5
197,2.340644497187171,48.87010722139884,5
198,2.340644497187171,48.87010722139884,5
199,2.3417337595372767,48.86830286854868,5
200,2.3417337595372767,48.86830286854868,5
201,2.3417337595372767,48.86830286854868,5
202,2.3418914735279444,48.86827582953523,3
203,2.3418914735279444,48.86827582953523,3
204,2.3418914735279444,48.86827582953523,3
205,2.3418914735279444,48.86827582953523,3
206,2.3445204095443177,48.865898277366675,1
207,2.3469819101024223,48.86849415185198,1
208,2.3474390413580917,48.868429287705354,4
209,2.3476418941740533,48.868617384604754,2
210,2.3478129743144285,48.8677048928731,1
211,2.3481173307144156,48.867296105614294,3
212,2.348535574672716,48.8660957554445,2
213,2.3484339302251422,48.866116043920535,2
214,2.3484339302251422,48.866116043920535,2
215,2.3504728281315326,48.865641841894046,1
216,2.347214827357813,48.86614781183051,3
217,2.347214827357813,48.86614781183051,3
218,2.347214827357813,48.86614781183051,3
219,2.347214827357813,48.86614781183051,3
220,2.347200543457546,48.8660764857277,1
221,2.347200543457546,48.8660764857277,1
222,2.347200543457546,48.8660764857277,1
223,2.347200543457546,48.8660764857277,1
224,2.3472295100705236,48.866218853567815,3
225,2.3478417046008038,48.86506111251074,3
226,2.350081252246421,48.864520352836706,5
227,2.3488303516086733,48.864016771048824,2
228,2.3502573427722697,48.86437520821044,5
229,2.3502980765873187,48.864601400742814,5
230,2.3504966366251496,48.865228130618426,3
231,2.351235254665293,48.86641319841009,5
232,2.3551280172737354,48.86895390404988,4
233,2.3559672896033694,48.86563135926999,4
234,2.358680758096329,48.86833880486087,1
235,2.3602902739091105,48.86547739112822,3
236,2.3550889142895337,48.864506134779596,4
237,2.3569365255004446,48.86501514938794,4
238,2.3554646231789818,48.86458582983436,3
239,2.3582360846666135,48.863478002688076,3
240,2.360311645975218,48.864100564704955,3
241,2.363093194119922,48.8624797313309,3
242,2.3629465103126246,48.862554101709726,5
243,2.3629465103126246,48.862554101709726,5
244,2.3627866021285078,48.86263519873073,4
245,2.3621122609332996,48.86297626731249,2
246,2.3621122609332996,48.86297626731249,2
247,2.3621122609332996,48.86297626731249,2
248,2.3621122609332996,48.86297626731249,2
249,2.3621554970971954,48.86295435061518,2
250,2.3621554970971954,48.86295435061518,2
251,2.3621554970971954,48.86295435061518,2
252,2.3621554970971954,48.86295435061518,2
253,2.3621554970971954,48.86295435061518,2
254,2.3621554970971954,48.86295435061518,2
255,2.3621554970971954,48.86295435061518,2
256,2.3621554970971954,48.86295435061518,2
257,2.3621554970971954,48.86295435061518,2
258,2.3621554970971954,48.86295435061518,2
259,2.3621554970971954,48.86295435061518,2
260,2.3621554970971954,48.86295435061518,2
261,2.3621554970971954,48.86295435061518,2
262,2.3621554970971954,48.86295435061518,2
263,2.3621554970971954,48.86295435061518,2
264,2.3621554970971954,48.86295435061518,2
265,2.3621554970971954,48.86295435061518,2
266,2.3621554970971954,48.86295435061518,2
267,2.3621554970971954,48.86295435061518,2
268,2.3621554970971954,48.86295435061518,2
269,2.3621554970971954,48.86295435061518,2
270,2.3621554970971954,48.86295435061518,2
271,2.3621554970971954,48.86295435061518,2
272,2.3621554970971954,48.86295435061518,2
273,2.3621554970971954,48.86295435061518,2
274,2.3621554970971954,48.86295435061518,2
275,2.3621554970971954,48.86295435061518,2
276,2.3621554970971954,48.86295435061518,2
277,2.3621554970971954,48.86295435061518,2
278,2.3621554970971954,48.86295435061518,2
279,2.3621554970971954,48.86295435061518,2
280,2.3621554970971954,48.86295435061518,2
281,2.3621554970971954,48.86295435061518,2
282,2.3621554970971954,48.86295435061518,2
283,2.3621554970971954,48.86295435061518,2
284,2.3621554970971954,48.86295435061518,2
285,2.3621554970971954,48.86295435061518,2
286,2.3621554970971954,48.86295435061518,2
287,2.3621554970971954,48.86295435061518,2
288,2.3621554970971954,48.86295435061518,2
289,2.3621554970971954,48.86295435061518,4
290,2.3621554970971954,48.86295435061518,4
291,2.3621554970971954,48.86295435061518,4
292,2.3621554970971954,48.86295435061518,4
